1 ,0
2 ,0
3 ,0
4 ,0
5 ,0
6 ,0
7 ,0
8 ,0
9 ,0
10 ,0
11 ,0
12 ,0
13 ,0
14 ,0
15 ,0
16 ,0
17 ,0
18 ,0
19 ,0
20 ,0
21 ,0
22 ,0
23 ,0
24 ,0
25 ,0
26 ,0
27 ,0
28 ,0
29 ,0
30 ,0
31 ,17
32 ,17
33 ,17
34 ,17
35 ,17
36 ,17
37 ,17
38 ,17
39 ,17
40 ,17
41 ,17
42 ,17
43 ,17
44 ,17
45 ,17
46 ,17
47 ,17
48 ,17
49 ,17
50 ,17
51 ,17
52 ,34
53 ,34
54 ,34
55 ,34
56 ,34
57 ,34
58 ,34
59 ,34
60 ,34
61 ,34
62 ,34
63 ,34
64 ,34
65 ,34
66 ,34
67 ,34
68 ,34
69 ,34
70 ,34
71 ,34
72 ,34
73 ,34
74 ,34
75 ,34
76 ,34
77 ,34
78 ,34
79 ,34
80 ,39
81 ,55
82 ,55
83 ,55
84 ,55
85 ,78
86 ,78
87 ,78
88 ,78
89 ,78
90 ,78
91 ,78
92 ,78
93 ,78
94 ,78
95 ,78
96 ,78
97 ,78
98 ,78
99 ,78
100 ,78
101 ,78
102 ,78
103 ,78
104 ,78
105 ,78
106 ,78
107 ,78
108 ,78
109 ,78
110 ,78
111 ,78
112 ,78
113 ,78
114 ,78
115 ,78
116 ,78
117 ,78
118 ,78
119 ,78
120 ,78
121 ,78
122 ,78
123 ,95
124 ,95
125 ,95
126 ,95
127 ,95
128 ,95
129 ,95
130 ,95
131 ,95
132 ,95
133 ,95
134 ,95
135 ,95
136 ,95
137 ,95
138 ,95
139 ,95
140 ,95
141 ,95
142 ,95
143 ,95
144 ,95
145 ,95
146 ,95
147 ,95
148 ,95
149 ,95
150 ,95
151 ,95
152 ,95
153 ,95
154 ,95
155 ,95
156 ,95
157 ,95
158 ,95
159 ,95
160 ,95
161 ,95
162 ,110
163 ,110
164 ,110
165 ,129
166 ,129
167 ,129
168 ,129
169 ,148
170 ,148
171 ,148
172 ,148
173 ,148
174 ,148
175 ,148
176 ,148
177 ,148
178 ,148
179 ,148
180 ,148
181 ,148
182 ,148
183 ,148
184 ,148
185 ,148
186 ,148
187 ,148
