1 ,0
2 ,0
3 ,0
4 ,0
5 ,0
6 ,0
7 ,0
8 ,0
9 ,0
10 ,0
11 ,0
12 ,0
13 ,0
14 ,0
15 ,0
16 ,0
17 ,0
18 ,0
19 ,0
20 ,0
21 ,0
22 ,0
23 ,0
24 ,0
25 ,0
26 ,0
27 ,0
28 ,0
29 ,0
30 ,0
31 ,0
32 ,0
33 ,0
34 ,0
35 ,0
36 ,0
37 ,0
38 ,0
39 ,0
40 ,0
41 ,0
42 ,0
43 ,0
44 ,0
45 ,0
46 ,0
47 ,0
48 ,0
49 ,0
50 ,0
51 ,0
52 ,0
53 ,0
54 ,0
55 ,0
56 ,0
57 ,0
58 ,0
59 ,0
60 ,0
61 ,0
62 ,0
63 ,0
64 ,0
65 ,0
66 ,0
67 ,0
68 ,0
69 ,0
70 ,0
71 ,28
72 ,28
73 ,28
74 ,28
75 ,28
76 ,28
77 ,28
78 ,28
79 ,28
80 ,28
81 ,28
82 ,28
83 ,28
84 ,28
85 ,28
86 ,28
87 ,28
88 ,28
89 ,28
90 ,28
91 ,51
92 ,51
93 ,51
94 ,51
95 ,51
96 ,51
97 ,51
98 ,51
99 ,51
100 ,51
101 ,51
102 ,51
103 ,51
104 ,51
105 ,51
106 ,51
107 ,51
108 ,51
109 ,51
110 ,51
111 ,51
112 ,51
113 ,51
114 ,51
115 ,51
116 ,51
117 ,51
118 ,51
119 ,51
120 ,51
121 ,51
122 ,51
123 ,51
124 ,51
125 ,51
126 ,51
127 ,51
128 ,51
129 ,51
130 ,51
131 ,51
132 ,51
133 ,51
134 ,51
135 ,51
136 ,51
137 ,51
138 ,51
139 ,75
140 ,75
141 ,75
142 ,75
143 ,75
144 ,75
145 ,75
146 ,75
147 ,75
148 ,75
149 ,75
150 ,75
151 ,75
152 ,75
153 ,75
154 ,75
155 ,75
156 ,75
157 ,75
158 ,75
159 ,96
160 ,96
161 ,96
162 ,96
163 ,96
164 ,96
165 ,96
166 ,96
167 ,96
168 ,96
169 ,96
170 ,96
171 ,123
172 ,123
173 ,123
174 ,123
175 ,123
176 ,123
177 ,123
178 ,123
179 ,123
180 ,123
181 ,123
182 ,123
183 ,123
184 ,123
185 ,123
186 ,123
187 ,123
